,UserId,ProductId,Rating,Timestamp
1717,A2FQZKL2KIZACO,9790790961,5.0,1394496000
1745,A3TYR1ALBZ2EU9,9790790961,5.0,1378598400
2492,A2VOGNBUMXSW13,B00004TMFE,2.0,1357516800
3335,A3AZI828WJN1CD,B00004U9UY,4.0,1357344000
3412,A287547UH1VBJ7,B00004U9UY,4.0,1356739200
3450,A3S3R88HA0HZG3,B00004U9UY,5.0,1238544000
3698,A33AQPJYH7UUXR,B000050B6U,3.0,1327190400
3881,A22CW0ZHY3NJH8,B000050B6U,2.0,1372896000
4012,A1IU7S4HCK1XK0,B000050B75,5.0,982022400
4104,A281NPSIMI1C2R,B000050FET,5.0,977184000
4303,AKMEY1BSHSDG7,B000052WYD,1.0,1384732800
4370,A2F09EWKV3MTO2,B000052WYD,3.0,1322524800
4372,ADMPGWBF0BC9W,B000052WYD,4.0,1378166400
4374,A96FRN3LGYUX9,B000052WYD,3.0,1353456000
4466,A3BFDEBT5IV4UN,B000052WYN,5.0,1292371200
4842,A1HBTW5M7ZZ9PT,B000052XW5,4.0,1393459200
5040,A3CTOYWB73TMM0,B000052XZP,5.0,1359849600
5989,A1KSC91G9AIY2Z,B000052YJC,3.0,1391126400
6305,A3J1XDOKRNRA6M,B000052YJM,5.0,1363305600
6329,AE7V92R2LVEJF,B000052YJM,5.0,1336608000
6347,A2NIUVVH46ZDTH,B000052YJM,5.0,1318204800
6348,A2CHH5P055A0KL,B000052YJM,5.0,1357776000
6358,A34BZM6S9L7QI4,B000052YJM,4.0,1366070400
6394,APYKGTU0LFICH,B000052YJM,2.0,1376352000
6400,A2WW57XX2UVLM6,B000052YJM,4.0,1364256000
6490,AK7CAW3N1XZV6,B000052YJX,4.0,1084233600
6514,A2Y4S4CNGKF21S,B000052YJX,1.0,1326758400
6648,A1PAGHECG401K1,B000052YKM,5.0,1383436800
6689,A2OWR5G2OAQF7C,B000052YKM,5.0,1246924800
7111,AYOMAHLWRQHUG,B000052YM4,5.0,1342137600
7121,A132ETQPMHQ585,B000052YM4,3.0,1324166400
7135,A2VOGNBUMXSW13,B000052YM4,3.0,1357516800
7163,A1EF37KYK7PRLV,B000052YM4,2.0,1352764800
7232,A3FA78E0G3G4GQ,B000052YM4,5.0,1358035200
7285,AK7CAW3N1XZV6,B000052YM7,5.0,1279843200
7289,A2ILV6IPPW6W7I,B000052YM7,2.0,1362441600
7416,ACZ94JB8BFMJ9,B000052YM7,5.0,1383264000
7423,A3FLMF8FG4VPG8,B000052YM7,4.0,1362700800
7459,A1EF37KYK7PRLV,B000052YM7,5.0,1343520000
7614,A3FA78E0G3G4GQ,B000052YM7,5.0,1358035200
7687,A2VOGNBUMXSW13,B000052YM8,3.0,1357516800
7849,A3M174IC0VXOS2,B000052YMQ,4.0,1154822400
7954,A33AQPJYH7UUXR,B000052YMR,5.0,1328572800
7987,A2Y4S4CNGKF21S,B000052YMR,1.0,1327795200
8098,A3EPHBMU07LZ50,B000052YMR,5.0,1261353600
8124,A1TPW86OHXTXFC,B000052YMR,4.0,1389139200
8126,A3QNV9LUNM589P,B000052YMR,5.0,1389744000
8362,A7T2VY28U2IDB,B000052YMX,3.0,1357171200
8442,A2C58G8O40YC7T,B000052YN5,3.0,1321228800
8459,A7T2VY28U2IDB,B000052YN5,1.0,1357171200
8600,ALQGOMOY1F5X9,B000052YN7,1.0,1394755200
8788,ACZ94JB8BFMJ9,B000052YOL,5.0,1392940800
8907,A1HBTW5M7ZZ9PT,B000052YOL,4.0,1351468800
8974,A112TFLXGBF6NI,B000052YOR,3.0,1377216000
9089,ADS99W8WMEXZ2,B000052YOR,5.0,1402790400
9106,A1ODOGXEYECQQ8,B000052YOR,5.0,1221177600
9132,A2OWR5G2OAQF7C,B000052YOR,5.0,1386547200
9234,A3315AAN855HYG,B000052YOX,5.0,1338854400
9281,A2K7V3G4598QRF,B000052YOX,5.0,1374364800
9304,A3CTOYWB73TMM0,B000052YOX,2.0,1380412800
9347,A2C58G8O40YC7T,B000052YOX,4.0,1313712000
9371,A324GIXX5SIYGA,B000052YOX,4.0,1349913600
9382,A7T2VY28U2IDB,B000052YOX,1.0,1360022400
9385,ALQGOMOY1F5X9,B000052YOX,5.0,1367020800
9389,A1HBTW5M7ZZ9PT,B000052YOX,5.0,1351468800
9503,A20F84KUBWM88B,B000052YP6,5.0,1329696000
9508,AA1JJNJ5VYI97,B000052YP6,5.0,1358208000
9525,AK7CAW3N1XZV6,B000052YP6,3.0,1303171200
9652,A2EBR70V6P9W0N,B000052YP6,5.0,1354579200
9670,A31RULW0KNYJ5H,B000052YP6,5.0,1228176000
9729,A19KOAGQJUXL18,B000052YP6,5.0,1391472000
9926,A2FWDBKX76ILA7,B000052YQ2,5.0,1394064000
9999,APYKGTU0LFICH,B000052YQ2,2.0,1387238400
10007,A2GJX2KCUSR0EI,B000052YQ2,5.0,1380067200
10623,A2V5R832QCSOMX,B000052ZB2,4.0,1325980800
10636,A17W4YG9W016T1,B000052ZB2,4.0,1269648000
10729,AV6823XS14U41,B000052ZB4,3.0,1333670400
10737,A1GUX6R8DV3ZLY,B000052ZB4,3.0,1334188800
10796,APYKGTU0LFICH,B000052ZB4,4.0,1360800000
10804,ADMPGWBF0BC9W,B000052ZB4,5.0,1378166400
10844,AYOMAHLWRQHUG,B000052ZBD,5.0,1255046400
10862,A1IU7S4HCK1XK0,B000052ZBD,5.0,1128211200
11027,A3M174IC0VXOS2,B000052ZSS,5.0,1083024000
11496,A1W415JP5WEAJK,B00005304H,5.0,1274659200
11511,A1XQ0F01CF84Y3,B00005304H,5.0,1401840000
11517,A1Z54EM24Y40LL,B00005304H,5.0,1089504000
11530,A2PATWWZAXHQYA,B00005304H,5.0,1315440000
11563,A1QBOC76MIOJYP,B00005304H,1.0,1317859200
11702,A1YRCEF0HM8QVR,B0000530ED,2.0,1382054400
11753,A3BMI7VGJT60Y7,B0000530ED,2.0,1397952000
11977,A24TCT2CY6KY68,B0000530ED,4.0,1387238400
12342,A2R9M9ALI356JU,B0000530EZ,4.0,1311379200
12395,A3HJ8ZPQN5VR7X,B0000530EZ,1.0,1396224000
12407,A22QOZZLLIMW6I,B0000530EZ,3.0,1360454400
12717,A2S7YBFPZX1IGQ,B0000530O9,4.0,1362268800
12876,A1YLLARX683DKC,B0000531GD,5.0,1362614400
12883,A1X5VVJP78U81E,B0000531GD,3.0,1385078400
12908,A2HMP5LYU0BF6B,B0000531GD,4.0,1378944000
13167,A1HOPKK8E3MIX6,B0000531SW,5.0,1356048000
13437,A1X5VVJP78U81E,B0000531WZ,2.0,1385078400
14119,A2R9M9ALI356JU,B00005333G,4.0,1316390400
14288,A1DH3QDZX8Z7GO,B0000533CC,4.0,1387756800
14311,A2Y4S4CNGKF21S,B0000533CC,1.0,1307318400
14386,A2G35B0XBEVQTC,B0000533CC,5.0,1384473600
14477,A2PATWWZAXHQYA,B0000534VO,3.0,1365292800
14884,ANXT431V3MW4Z,B0000535RA,3.0,1376870400
14974,A281NPSIMI1C2R,B0000535RA,5.0,1128211200
15164,AV6823XS14U41,B0000535RD,3.0,1310428800
15181,A27UE9HJRZ22YI,B0000535RD,5.0,1176163200
15185,A2C58G8O40YC7T,B0000535RD,4.0,1313971200
15247,A2GJX2KCUSR0EI,B0000535RD,5.0,1385856000
15362,A3M174IC0VXOS2,B0000535U2,4.0,1083110400
15400,A281NPSIMI1C2R,B0000535U2,5.0,1099353600
15635,A3091RP0SPZLMN,B0000535UM,5.0,1267574400
15679,A281NPSIMI1C2R,B0000535UM,5.0,1024185600
15783,ADS5APY1NKTL4,B0000535UT,5.0,1347148800
15838,A1DAFWS98LQD2R,B0000535UT,5.0,1335657600
15843,A2USMIT2CSA08,B0000535UT,5.0,1404086400
15853,A281NPSIMI1C2R,B0000535UT,5.0,1338422400
15884,A2K5AFTU4YOPPW,B0000535UT,5.0,1278028800
16367,AIIZTJHZLV158,B0000536EY,1.0,1315008000
16442,A2FWDBKX76ILA7,B0000536M2,5.0,1394064000
16450,A112TFLXGBF6NI,B0000536M2,5.0,1355356800
16468,AKMEY1BSHSDG7,B0000536M2,5.0,1384041600
16469,A225UWT247BBBH,B0000536M2,5.0,1358985600
16646,A2PATWWZAXHQYA,B0000536P3,5.0,1364515200
17055,A5A3C6XVDYUND,B0000536P4,5.0,1360281600
17220,A3JCWGHCVC2ZNF,B0000536P4,4.0,1252108800
18288,ADS99W8WMEXZ2,B000056W74,5.0,1368316800
19088,ANXT431V3MW4Z,B00005A9WP,4.0,1394064000
19111,A132ETQPMHQ585,B00005A9WP,5.0,1324166400
19145,A1R377IPZOKLMM,B00005A9WP,5.0,1386806400
19232,A2AX9C569CKHOJ,B00005A9WP,5.0,1355529600
19312,A3I3BI5PFL3MSH,B00005A9WP,3.0,1361923200
19772,A9J5SLYXUCWO1,B00005B9FV,3.0,1298246400
20197,AKMEY1BSHSDG7,B00005CDSP,5.0,1254700800
20382,A96FRN3LGYUX9,B00005CDSP,5.0,1359504000
20885,A2H76V7TTCZ4KV,B00005NAOD,4.0,1297987200
20949,A9J5SLYXUCWO1,B00005NAOD,3.0,1298246400
20971,AIIZTJHZLV158,B00005NAOD,5.0,1385251200
21231,A5C2PJ2RFO4WS,B00005NFBD,4.0,1324252800
21267,A2Y4S4CNGKF21S,B00005NFBD,5.0,1333756800
21381,A14E70DKB6QPZY,B00005NFBJ,5.0,1327363200
21386,A3UZ99BQWAJACU,B00005NFBJ,4.0,1343779200
21427,A32NZK5H2NIM13,B00005NFBJ,2.0,1402185600
21696,A19UTUEBWKIZFT,B00005O0MZ,5.0,1348790400
21709,A3ESTWDBNOUJQ7,B00005O0MZ,5.0,1364428800
21890,A2Y4S4CNGKF21S,B00005O0MZ,2.0,1261612800
22683,A1R1BFJCMWX0Y3,B00005REAT,5.0,1217808000
22691,A2K5AFTU4YOPPW,B00005REAT,5.0,1279756800
22942,A27FP0S5QH7GNE,B00005TZU8,5.0,1330300800
23292,A2Y4S4CNGKF21S,B00005V5OU,1.0,1344643200
23341,A2F09EWKV3MTO2,B00005V5OU,2.0,1308614400
23463,A12PH6L5QSVTYN,B00005V5P6,5.0,1304812800
23465,AKMEY1BSHSDG7,B00005V5P6,5.0,1366243200
23725,AZ26CDSJ363AH,B0000632EE,4.0,1398556800
23941,A21936E2ZRY72J,B0000632EN,5.0,1366243200
24059,A2Q3BW3177V542,B0000632EN,3.0,1392508800
24160,A2CHH5P055A0KL,B0000632EN,5.0,1357776000
24253,A3TMBYDFP1B9DM,B0000632EN,4.0,1364774400
25101,A1ODOGXEYECQQ8,B00006598X,4.0,1225929600
25279,A3GA09FYFKL4EY,B000065DJY,5.0,1379289600
25556,A132ETQPMHQ585,B000066CKS,5.0,1324166400
25589,AENH50GW3OKDA,B000066CKS,4.0,1400457600
25740,A2065HBMYDXJ1S,B000067DYG,5.0,1142380800
25851,A2AX9C569CKHOJ,B0000682T7,5.0,1355702400
26042,AJGU56YG8G1DQ,B000068U49,5.0,1302134400
26500,A1PAGHECG401K1,B00006FRW7,5.0,1345766400
26504,A3J1XDOKRNRA6M,B00006FRW7,4.0,1363305600
26512,A1X6PD8QYKIJHZ,B00006FRW7,1.0,1350086400
26523,A1JLBNDDAJB4OP,B00006FRW7,5.0,1384300800
26653,A3TMBYDFP1B9DM,B00006FRW7,5.0,1364774400
26986,AK7CAW3N1XZV6,B00006IV22,5.0,1091750400
28340,ATSR2L4FZVO8Z,B00006JN4F,5.0,1385251200
28525,A7T2VY28U2IDB,B00006JN4F,5.0,1329782400
28533,ALQGOMOY1F5X9,B00006JN4F,1.0,1371168000
28652,A3J1XDOKRNRA6M,B00006JT6O,5.0,1363305600
28718,A3FLMF8FG4VPG8,B00006JT6O,4.0,1362182400
29577,A2XKJ1KX6XUHYP,B00007FCQ1,1.0,1400112000
29775,A14E70DKB6QPZY,B00007M0CP,2.0,1300838400
29866,A3M174IC0VXOS2,B00007M0CP,5.0,1078099200
30347,ALNFHVS3SC4FV,B00008BNZ4,5.0,1314489600
30576,A32NZK5H2NIM13,B00008CMOQ,1.0,1402185600
30635,A2Y4S4CNGKF21S,B00008CMOQ,5.0,1233792000
30649,A2256XQAA1L8V8,B00008CMOQ,5.0,1383609600
30656,A2Q3BW3177V542,B00008CMOQ,5.0,1389571200
30665,A3FLMF8FG4VPG8,B00008CMOQ,5.0,1362182400
30764,A21SKLDXVEJ89E,B00008CMOQ,5.0,1397865600
30769,A3HJ8ZPQN5VR7X,B00008CMOQ,1.0,1392681600
30811,A11SWG9T60IQH8,B00008CMOQ,5.0,1283299200
30866,A2AX9C569CKHOJ,B00008CMOR,5.0,1355702400
30925,A32NZK5H2NIM13,B00008CMOS,3.0,1402185600
30942,AKMEY1BSHSDG7,B00008CMOS,5.0,1349913600
31177,A19UTUEBWKIZFT,B00008J2XQ,5.0,1349395200
31204,A24N4FKHGD7DWT,B00008J2XQ,5.0,1343001600
31324,AKMEY1BSHSDG7,B00008J2XQ,5.0,1140652800
31337,A2R9M9ALI356JU,B00008J2XQ,3.0,1315785600
31475,A17W4YG9W016T1,B00008J2XQ,5.0,1222819200
31498,A7T2VY28U2IDB,B00008J2XQ,5.0,1320019200
31566,A2K5AFTU4YOPPW,B00008J2XQ,5.0,1348963200
31595,A2D1LPEUCTNT8X,B00008KA7P,5.0,1296691200
31693,AEC90GPFKLAAW,B00008KA7P,4.0,1363996800
31708,A3EPHBMU07LZ50,B00008KA7P,5.0,1289088000
32217,A3MUSWDCTZINQZ,B00008MNZH,1.0,1307750400
32291,A3GA09FYFKL4EY,B00008MOQE,2.0,1379030400
32298,A3CTOYWB73TMM0,B00008MOQE,5.0,1363478400
32453,A3UZ99BQWAJACU,B00008MOQN,5.0,1343001600
32480,A3BFDEBT5IV4UN,B00008MOQN,5.0,1390003200
32482,A132ETQPMHQ585,B00008MOQN,5.0,1391472000
32545,A281NPSIMI1C2R,B00008MOQN,4.0,1380585600
32555,A3HJ8ZPQN5VR7X,B00008MOQN,1.0,1391126400
32634,AK7CAW3N1XZV6,B00008O2X5,5.0,1184457600
32686,ACN76NFHYL6JK,B00008O2X5,2.0,1340755200
32858,A27OTTW1CSOYWX,B00008WFSM,4.0,1348617600
32888,A2NIUVVH46ZDTH,B00008WFSM,5.0,1295740800
33168,A3315AAN855HYG,B00008ZPG9,5.0,1339027200
33205,A1Z54EM24Y40LL,B00008ZPG9,4.0,1316822400
33436,A2VOGNBUMXSW13,B00008ZPGA,3.0,1357516800
33525,A324GIXX5SIYGA,B00008ZPGA,5.0,1312156800
33527,A3S3R88HA0HZG3,B00008ZPGA,4.0,1276214400
33656,A2SH7OWE8QJYNC,B000092OX4,5.0,1171238400
33833,A2D1LPEUCTNT8X,B000093I60,5.0,1367366400
33987,AKMEY1BSHSDG7,B000094Q6C,5.0,1236729600
35630,A353U0L2HAMSHV,B0000AJ3PU,4.0,1327536000
35638,ADS5APY1NKTL4,B0000AJ3PU,5.0,1294012800
35670,A3FLMF8FG4VPG8,B0000AJ3PU,5.0,1362182400
35727,A281NPSIMI1C2R,B0000AJ3PU,5.0,1128211200
35892,A1IU7S4HCK1XK0,B0000AN9L9,5.0,1072656000
35914,A2F09EWKV3MTO2,B0000AN9L9,3.0,1318464000
36123,A225UWT247BBBH,B0000AS54S,4.0,1363219200
36697,A2CHH5P055A0KL,B0000C4COV,5.0,1358640000
36715,A281NPSIMI1C2R,B0000C4COV,5.0,1130630400
36722,A1RVM6W2YI7568,B0000C4COV,4.0,1293753600
36954,A2S7YBFPZX1IGQ,B0000CC64W,2.0,1377820800
37076,A3U5RYD678A4LL,B0000CC64W,5.0,1398729600
37077,A1X2LENOF84LCQ,B0000CC64W,4.0,1113350400
37126,A2PATWWZAXHQYA,B0000CC64W,1.0,1387584000
37162,A3IOCPLIMYDBCD,B0000CC64W,5.0,1246665600
37209,A5A3C6XVDYUND,B0000CC64W,3.0,1361145600
37271,A1GQAKL9CGQLP1,B0000CC64W,5.0,1294444800
37374,A1Q3W2FX8LKH19,B0000CC64W,2.0,1359590400
37397,A324GIXX5SIYGA,B0000CC64W,5.0,1349913600
37407,A3QNV9LUNM589P,B0000CC64W,5.0,1389744000
37485,A2WW57XX2UVLM6,B0000CC64W,4.0,1385078400
37516,A3CG93783LP0FO,B0000CC64W,5.0,1279756800
38478,AOEUN9718KVRD,B0000UJJH0,5.0,1330387200
38748,AKJHHD5VEH7VG,B0000UTUVU,5.0,1232323200
38751,A132ETQPMHQ585,B0000UTUVU,5.0,1395532800
38916,A3EPHBMU07LZ50,B0000UTUVU,3.0,1230508800
38935,A3S3R88HA0HZG3,B0000UTUVU,5.0,1241827200
38958,A1RVM6W2YI7568,B0000UTUVU,3.0,1325289600
39104,A2ZY49IDE6TY5I,B0000UTUW4,4.0,1333065600
39127,A132ETQPMHQ585,B0000UTUW4,5.0,1311120000
39234,A287547UH1VBJ7,B0000UTUW4,5.0,1374883200
39332,A1TPW86OHXTXFC,B0000UTUW4,4.0,1394150400
39333,A3S3R88HA0HZG3,B0000UTUW4,5.0,1242086400
39360,A1RVM6W2YI7568,B0000UTUW4,5.0,1325289600
39832,A10G136JEISLVR,B0000Y3COC,4.0,1171152000
39908,A2MUGFV2TDQ47K,B0000Y3COC,5.0,1297209600
40266,A2XKJ1KX6XUHYP,B0000Y3D4G,5.0,1331596800
40436,AQ6AGWKWMTY8H,B0000Y3DAK,4.0,1404950400
41085,A3M174IC0VXOS2,B0000Y3GIE,3.0,1183248000
41089,A30YBYLNRPOEG2,B0000Y3GIE,5.0,1303603200
41098,A2Q3BW3177V542,B0000Y3GIE,5.0,1365033600
41251,A2FWDBKX76ILA7,B0000Y3LAC,5.0,1394064000
